ze2010,libelle_ze,txcho_2003,txcho_2004,txcho_2005,txcho_2006,txcho_2007,txcho_2008,txcho_2009,txcho_2010,txcho_2011,txcho_2012,txcho_2013,densite,fronta,tx_act,tx_act_f,part_emp_pub,part_emp_ind,part_ouv,part_cad,part_act_1530,part_act_5064,part_act_peudip,part_act_tredip,tx_cre_eta,tx_act_intra,var_emp,tx_immig,f_bel,f_lux,f_all,f_su,part_etu
7310,Tarbes - Lourdes,8.9,9.2,9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,51.435377747,0,71.523289046,69.410731404,38.913455464,14.828002067,21.192125356,10.286425932,19.197431423,28.354329217,17.110469827,28.976252503,31.602891906,85.146044951,97.021355496,6.2037486798,0,0,0,0,53.625672318
7311,Albi,7.7,7.9,8,8.6,8.1,7.7,9.3,9.7,10,10.6,10.9,70.428595558,0,70.892624222,67.958902574,40.987311657,11.929024584,19.307896159,12.061239966,21.17852361,27.075291098,17.931919944,31.499692635,35.245765065,81.500702292,99.406351101,6.3443839392,0,0,0,0,52.999142834
7312,Castres - Mazamet,9.5,9.8,9.9,10.3,9.5,9,10.3,10.3,10.5,11.1,11.5,62.498175019,0,71.965541013,68.146331158,33.347831997,21.881201577,24.921990197,9.9322151132,20.667266849,27.632324688,20.977560605,25.92452364,33.634607957,82.446867269,96.908602151,6.6624676298,0,0,0,0,50.048455099
7313,Montauban,8.4,8.7,8.8,9.3,8.7,8.1,9.5,10,10.1,10.7,11.4,65.087540494,0,72.307447022,68.422460776,37.325113821,13.198298495,24.127126147,9.8677206606,20.311809092,25.459582281,23.111211467,25.97957425,36.521125005,79.651156361,102.76877536,8.5811526212,0,0,0,0,47.77056261
7401,Tulle,4.4,4.8,4.8,4.5,4,3.9,5,5.1,5.2,5.9,6.4,29.097434262,0,72.828223461,70.847574437,46.419431599,13.82391236,23.550021506,9.0620798041,20.305173916,28.403770422,19.545857555,25.48957395,23.881682628,77.786758143,96.099416524,5.2360853216,0,0,0,0,46.772267292
7402,Ussel,6.5,7.1,6.8,6.5,6.1,5.8,7.4,7.3,7.1,7.5,7.5,20.750209365,0,71.582468988,69.082391435,45.646520337,17.486736711,27.646424761,6.3793392627,19.661395503,29.186685554,20.024986884,24.052127582,20.738707262,80.731042204,95.299111076,5.796946475,0,0,0,0,50.576987594
7403,Guéret,7,7.4,7.4,7.3,6.9,6.7,8,8.5,9,9.5,9.9,22.026536615,0,71.537937298,69.160615279,47.175159441,13.747342653,22.639226339,8.7236490021,18.724138483,29.871680118,20.232890991,23.612295441,23.250457286,85.010387836,95.378046288,4.410570285,0,0,0,0,47.130316717
7404,Limoges,6.5,6.9,7.1,7.4,6.8,6.4,8.2,8.5,8.6,9.2,9.7,67.854417948,0,71.259846246,69.132787398,39.456155731,15.585341275,22.314183595,13.141720552,21.743081451,26.003975066,18.744354571,32.034603036,32.852533688,89.016552334,96.913885841,7.2455184861,0,0,0,0,54.422245059
8201,Ambérieu-en-Bugey,5.8,6.1,6.1,5.8,5.1,5,7.1,7.2,6.8,7.4,7.4,97.370287018,1,77.000635783,73.278385714,19.656248733,33.130649803,26.93878426,12.742189185,22.336503351,21.817400712,19.750800532,28.896133214,42.720698595,56.565282733,106.33387187,5.7848813433,0,0,0,0,45.531413486
8202,Bourg-en-Bresse,4.7,5,5,5,4.5,4.6,6.8,6.7,6.1,6.8,7.3,103.90466531,1,75.497820029,72.997206116,38.876573433,16.94006978,25.782773977,11.531732061,23.006891132,24.005174017,19.233463665,29.66655846,34.277291406,78.213717725,101.60989801,6.7913547983,0,0,0,0,46.048607372
8203,Oyonnax,7.1,7.4,7.5,7.5,7.2,7.4,10.7,9.2,8.3,9,9.2,80.459671803,1,74.378363173,69.328651761,22.368475861,42.458449619,37.470120021,9.6220482116,22.028500093,23.998846505,31.021400426,23.656333076,36.598130841,82.775937183,89.481163356,21.379755133,0,0,0,0,45.452448798
8204,Annonay,7.9,7.8,7.9,8.2,7.3,6.8,8.6,8.5,8.2,8.9,9.3,102.44867919,0,72.63150541,69.808718878,36.4384835,28.298253768,30.467015897,9.9963173089,20.87039789,24.803663234,20.227814372,28.691389567,36.556829035,69.936260921,97.57435594,5.1281295903,0,0,0,0,50.309612418
8205,Aubenas,10.1,10.3,10.5,11.2,11,10.4,12.3,12.1,12.1,12.8,13.5,38.177623526,1,70.447867783,67.51156788,42.142180911,11.88570445,21.233418989,9.7603100665,18.523810492,27.453512751,20.687548265,28.485870882,36.382213503,81.688194001,103.60896018,6.2334944412,0,0,0,0,49.374456938
8206,Montélimar,9.1,9.3,9.6,9.9,9.6,8.9,10.2,10.4,10.2,11.1,11.5,55.897311392,1,72.853658675,67.850801274,25.716713062,23.96153429,23.079694725,11.622001178,20.541686877,26.52310483,22.188484086,29.109611253,38.728466361,77.188355851,105.7991926,7.7831124526,0,0,0,0,46.279224808
8207,Romans-sur-Isère,10,9.9,9.8,9.8,8.7,8.4,10.3,10.2,9.9,10.5,11.1,149.74293288,1,73.609018656,69.886625434,30.49707486,23.775221873,25.625529706,12.223949316,20.85248973,25.281055024,22.297760629,30.770541749,42.466440848,64.064781474,100.82858279,6.8861800574,0,0,0,0,49.81840576
8208,Valence,8.4,8.6,8.5,8.2,7.4,7.1,8.6,8.7,8.7,9.5,9.9,75.288240583,1,73.38150789,70.059025788,33.660648382,19.348631994,23.205891903,13.13670997,21.79406853,25.286949269,20.615858058,32.182468346,39.259691052,83.545986141,101.20386735,7.1169236061,0,0,0,0,50.113982299
8209,Bourgoin-Jallieu,7.1,7.4,7.5,7.1,6.7,6.2,8.6,8.5,8.2,8.9,9.1,176.26370532,1,75.704248748,71.819782762,24.611973392,23.135888502,26.726813264,13.500020987,22.197245614,21.681658466,21.200996339,29.378810286,47.338414451,59.79446025,100.5775159,8.0490822415,0,0,0,0,45.356430552
8210,Grenoble,7.2,7.4,7.3,7.1,6.5,6,7.7,7.6,7.3,7.7,8,131.12240185,1,73.619435112,70.600752054,32.260739537,18.873077141,18.782845093,21.786493376,23.630790588,23.811837212,17.534764516,42.28613613,43.062961019,87.770093917,101.79389772,10.350970401,0,0,0,0,55.755707172
8211,Vienne - Roussillon,7,7.1,7.3,7.4,6.6,6.1,7.9,7.9,7.8,8.3,8.8,138.89883301,1,74.207235016,69.958728871,27.046399468,25.745883918,26.616422764,12.00771178,22.007035194,23.330277862,21.695463976,28.668832339,41.489870793,61.852392591,102.69588017,7.6300391158,0,0,0,0,46.967979934
8212,Roanne,8.4,8.8,8.5,8.3,7.9,7.4,9.3,9.2,8.9,9.6,10.1,98.069397705,1,71.831335331,68.814495947,34.463263415,23.923319952,28.354587823,9.5358198763,22.438049919,25.321235843,22.260581798,25.301784215,33.645758231,81.087114408,100.34190027,5.7275321602,0,0,0,0,46.919795986
8213,Villefranche-sur-Saône,5.8,6,5.8,5.6,5.2,4.8,6.4,6.3,6.1,6.6,7,134.54055244,1,76.280423567,72.903158934,26.292251849,22.180019298,22.102570234,14.879601172,21.688748388,23.464049431,19.853850395,32.318319556,35.607062301,58.165423352,100.73387785,6.8850282064,0,0,0,0,47.960182063
8214,Lyon,7.6,7.9,7.8,7.7,7,6.3,8.2,8.4,8.2,8.8,9.2,547.7860189,1,73.833416497,70.106590577,28.125572126,15.019118809,17.535977001,21.965156634,26.100171433,22.007032624,18.235477599,42.338780264,46.984358308,86.259409218,104.07206297,12.969997936,0,0,0,0,54.6579822
8215,Tarentaise,6.8,6.8,6.7,6.7,6.2,5.6,7.6,7.7,7.3,7.7,8,44.75675273,1,78.257118603,74.716804188,18.666745721,11.575556346,23.793964515,8.402219806,22.024087374,24.83728936,18.968190918,27.163690528,38.18510158,85.69485572,101.67616765,7.9696651689,0,0,0,0,42.523586221
8216,Chambéry,6.7,6.8,6.6,6.4,5.8,5.4,7.3,7.6,7.2,7.6,7.8,160.43590585,1,73.879760482,70.5681306,33.630451679,15.388172329,21.238414237,15.586424571,22.327957497,24.494840346,16.976411654,35.623168518,43.086792453,78.950213845,103.54103714,7.8897976519,0,0,0,0,51.355099709
8217,Maurienne,5.5,5.7,5.5,5.4,5.2,5.1,6.9,6.8,6.6,7.1,7.7,19.857770197,1,77.037612304,73.812714901,21.931976397,16.163893125,26.935302444,7.9933636483,20.300529829,26.412256341,18.215782772,26.226565817,34.023285899,85.863167909,93.061552365,6.50177227,0,0,0,0,43.885032895
8218,Annecy,6.1,6.1,5.9,5.5,4.8,4.4,6.5,6.6,6,6.4,6.6,169.73407913,1,77.550553555,74.571364434,28.651110816,18.643345518,20.258191467,17.290889274,22.312116461,23.998974657,16.247583814,38.855471018,42.879236591,79.008350791,103.0084043,7.9992588787,0,0,0,1,50.157854616
8219,Genevois Français,5.1,5.4,5.4,5.3,4.9,4.8,7,7.1,6.5,7,7.3,178.93544898,1,79.289111088,74.624487374,29.397760339,16.880597579,21.225088313,17.308187858,22.186346964,21.528542661,17.5914761,37.254412313,42.037535489,46.350980972,99.775653334,20.643842621,0,0,0,0,46.451975175
8220,Vallée de l'Arve,6.2,6.2,6.5,7,6.3,7.1,11.9,10.3,8.6,9.7,10.3,114.54104455,1,79.160063197,75.095171967,16.523899263,44.916052767,35.829749177,9.2352584379,22.90765189,22.65772827,27.171414554,24.752852128,38.933841028,68.745111252,91.209293219,15.491916643,0,0,0,0,41.732590165
8221,Mont Blanc,5,4.9,4.9,4.7,4.4,4.1,5.6,5.9,5.4,5.8,6.2,67.300682616,1,79.714948767,76.711167879,24.265505985,7.725788901,20.052141864,11.368260791,20.422834519,25.459808458,19.200654557,32.054089182,35.991076593,80.003807352,99.615726626,8.5127163612,0,0,0,0,43.766185952
8222,Chablais,6.7,6.7,6.7,6.5,6,5.8,7.4,7.7,7.4,7.9,8.2,142.5001157,1,78.469255812,74.564371262,27.199619965,13.30121136,23.003718566,12.156802586,22.52188625,23.391154074,18.025355281,32.335529738,38.991878531,68.29620731,100.2207686,10.05958367,0,0,0,1,45.534233382
8301,Montluçon,8.6,9.3,9.1,9.1,8.3,7.8,10,10,10.2,11.2,11.7,52.473253203,0,70.517960363,67.482221282,34.818984344,23.185998585,26.540164154,8.7552593931,20.767026401,27.473190932,20.913140389,24.586430402,30.276395213,85.273232376,92.00369826,5.530115323,0,0,0,0,47.998615175
8302,Moulins,6.3,6.6,6.8,6.9,6.2,5.9,7.5,7.8,7.7,8.2,8.6,31.601263139,0,72.075805996,69.4632712,40.844265159,14.420480894,25.836021632,8.5062396508,20.09116438,28.115349589,22.509822281,23.057765092,24.969274887,80.803286143,98.231711791,3.8007966063,0,0,0,0,46.974799015
8303,Vichy,8.7,9.2,9.2,9.4,8.6,8.1,9.9,10,9.9,10.5,10.9,63.350893552,0,71.778994975,67.810885595,32.215038574,21.118113659,27.204407928,9.7134592964,20.329136419,26.725357434,22.835077213,25.115878611,33.489331324,79.814507227,95.831936997,4.4717127092,0,0,0,0,47.286085688
8304,Aurillac,5.5,5.8,6,6.1,5.5,5.1,6.1,5.8,6,6.8,7.3,42.407316222,0,73.640833755,71.574795775,42.766871383,12.094856047,23.407136288,9.3464530448,18.938807489,26.734216458,19.257690296,26.877424383,23.204244032,88.893489732,98.656413723,2.5123106497,0,0,0,0,52.577793688
8305,Mauriac,5.7,5.8,5.7,5.7,5.2,4.7,5.3,5.1,5.3,5.7,5.8,18.885758602,0,73.318293304,70.406821022,37.971849008,18.138195777,26.913876171,5.9589196725,17.632355217,28.549311724,25.222858355,18.523669005,16.992233467,74.132848962,94.925493355,1.8421458282,0,0,0,0,41.220113676
8306,Saint-Flour,5.3,5.6,5.6,5.6,5.4,5,5.8,5.4,5.6,6.2,6.4,15.971400925,0,74.91641529,71.88547057,39.400022304,14.051522248,23.387867831,5.4756967566,19.160838122,28.394223627,19.718140644,22.185426716,18.86984558,83.449126651,96.532087318,1.4062455639,0,0,0,0,44.164505652
8307,Brioude,6.9,7.3,7.2,7.5,7.2,6.7,8,7.6,7.9,9,9.1,25.992607957,0,72.771080946,68.72850633,33.809864189,30.941744103,30.847003885,6.317277706,19.235447816,26.282680412,21.526722453,20.980576803,23.1851435,76.496653139,95.994440232,3.447836192,0,0,0,0,45.936027478
8308,Le Puy-en-Velay,6.7,6.8,6.8,7,6.4,5.9,6.9,7,7,7.6,8.2,49.482558076,0,72.171632843,69.44709334,44.798663215,14.209888274,22.709254726,9.5684373435,20.263429176,27.392248531,17.979284794,30.234614796,26.121654501,85.254786607,100.67801225,4.0306355687,0,0,0,0,53.370916801
8309,Ambert,6.3,6.6,6.5,7.2,6.6,6.2,7.7,8.1,7.5,7.4,7.9,26.927781426,0,71.94318615,68.947195086,29.846605744,37.940600522,31.134028609,6.4606350641,18.326710111,29.324823649,23.06189599,23.310553315,21.584302326,84.70730654,98.631386861,4.0358366294,0,0,0,0,45.693044425
8310,Clermont-Ferrand,6.8,7.2,7.2,7.3,6.8,6.5,8,8.1,7.8,8.2,8.5,98.673691895,0,71.648036809,68.449497478,34.850294361,16.439473255,21.412739552,16.12874654,22.948194459,25.403022989,17.001492046,35.096867445,33.889036486,87.509910578,99.875829455,7.3140005176,0,0,0,0,57.349581376
8311,Issoire,7.6,7.7,7.7,8,7.5,7.2,8.8,8.5,8.4,9,8.9,45.556567467,0,73.57298602,70.826688426,30.09478673,31.949664978,27.505825968,9.529208329,21.125221019,24.013116537,18.55016683,25.770299805,28.025876461,64.596978722,96.390201977,3.3875206066,0,0,0,0,44.647740499
8312,Thiers,8.8,9.8,9.3,9.4,8.6,7.7,10,9.8,9.4,10.2,10.6,59.379623621,0,71.440008264,67.306048818,27.455535972,37.854510495,33.344394789,8.3476690596,18.7361016,26.453620814,25.804202448,22.076279811,31.745304627,66.659848059,96.312774256,6.3408892452,0,0,0,0,49.272192394
9101,Carcassonne,8.6,9.1,9.2,9.2,8.7,8.6,10.4,11.2,11.4,12.1,13.1,81.063301559,0,71.214439105,67.250736987,46.248182392,5.9644983401,19.974560476,10.789100794,20.79859862,25.865035766,21.783607864,27.659460476,38.716445988,81.116506846,95.50783136,9.2439965184,0,0,0,0,46.911963852
9102,Limoux,8.9,9.5,9.6,9.9,9.3,8.8,10.2,10.7,11.5,13.1,13.3,24.437805809,0,68.8644827,64.475778556,44.626816014,12.365531773,22.536554482,8.7922124459,17.7325289,30.80807687,23.92977145,24.979372172,34.984469511,72.166844672,95.941661382,10.799878326,0,0,0,0,47.729140665
9103,Narbonne,11.3,11.9,11.9,12.3,11.4,10.9,12.7,13.2,13.2,14.2,15.2,72.286596963,0,68.863707986,64.69484762,33.807295111,7.6995472351,21.018796112,10.201557635,20.620987287,25.209699732,21.628523745,26.772578024,42.186661463,80.700524445,103.81308104,7.2018131888,0,0,0,0,46.584783912
9104,Alès,13.6,13.6,13.6,14,13,12,13.8,13.9,14.1,15.4,16.3,116.98363376,0,66.906627853,63.050352563,39.704003091,13.299057921,23.239940196,9.750468406,19.84966752,26.841634541,23.357137277,26.455898688,46.145201169,79.468847903,99.391196846,6.9545215623,0,0,0,0,51.217791849
9105,Bagnols-sur-Cèze,10.1,10.4,10.4,10.4,9.5,9,10.6,10.7,10.7,11.3,12.2,90.468047549,0,71.3640272,65.618302166,25.709929484,23.213264723,20.816016249,11.764709818,21.761348105,26.142530356,21.136989425,29.678726062,38.887181064,69.894522206,103.08415033,9.3432498159,0,0,0,0,48.380242876
9106,Nîmes,12.1,12.2,12,12.3,11.2,10.3,12,12.1,12,12.8,13.8,199.48150907,0,70.511459814,65.98264761,38.466337701,9.5456865748,19.731918151,13.441988207,22.693111137,24.288216858,23.065587469,31.563823872,48.594989974,76.769898904,101.00338013,11.296491168,0,0,0,0,52.773562712
9107,Agde - Pézenas,13.9,13.9,14.5,14.6,13.2,12.5,14.9,15.2,15.3,16.5,17.5,162.30073952,0,68.825838609,65.127895879,32.764281024,8.8914423287,20.356502177,9.3148887198,19.682082441,26.290968167,24.953532859,23.956142818,50.156817431,64.236489454,104.90483483,7.5901939693,0,0,0,0,47.704910258
9108,Béziers,11.3,11.7,11.7,11.7,11.2,11,13.2,13.5,13.5,14.6,15.2,87.13264845,0,67.938591823,64.039358483,39.042018866,8.7415340999,21.486065937,9.6288757504,20.870938218,25.836824235,23.623941323,25.601688655,41.81075363,79.707514198,99.896672578,8.5526783728,0,0,0,0,47.881475169
9109,Clermont-l'Hérault - Lodève,11.7,12.1,12.5,12.1,11.2,10.5,12.4,12.6,12.9,13.8,14.8,49.996218066,0,72.507877048,68.019816556,41.213017751,12.041420118,19.845135475,11.462946493,18.825195958,24.311667928,21.583552073,28.670371231,38.622891017,56.500462359,106.77429322,7.160628595,0,0,0,0,49.575058879
9110,Ganges,12.1,12.8,12.6,13.2,12.3,11.5,12.6,12.5,12.2,12.7,13.5,29.378672094,0,70.259940038,66.561900793,48.116760829,11.982109228,20.584488362,10.800760166,17.362251729,27.732492446,24.030195802,28.159783277,39.569967054,63.079093816,99.001814882,6.9693909977,0,0,0,0,48.887419603
9111,Montpellier,12.2,12,11.9,11.5,10.5,9.9,11.6,11.7,12,12.9,13.6,300.23065551,0,69.665613911,66.211235553,37.827385365,6.0934025204,14.641576269,20.979092642,24.845506846,23.17156856,17.817126216,43.012991767,51.534974621,83.68595685,104.82223222,11.248697444,0,0,0,0,58.931955138
9112,Sète,14.5,14.3,13.5,13.4,12.5,11.5,13.2,13.5,13.9,14.7,15.8,399.92568432,0,68.589439143,65.019212121,40.401526464,9.0882694541,20.259259504,11.341807124,21.278354247,25.138678417,23.864127611,26.454543672,45.84783222,66.406301191,106.85671895,7.4272368123,0,0,0,0,52.509005115
9113,Lozère,4.7,4.9,5,5,4.4,4,4.8,4.9,5.2,5.6,6.1,14.925760404,0,72.025172868,69.930331106,50.953858887,9.5923856818,20.204325261,8.8255306123,19.319067904,27.180434176,19.215471619,30.627954136,22.387660485,87.698926185,99.004879916,6.0542959937,0,0,0,0,54.540918158
9114,Céret,10.8,10.8,10.8,10.7,10.5,10,11.9,12.1,12.7,13.9,14.9,77.57394598,0,66.6721999,63.242238899,39.777542373,9.5206567797,20.218396142,10.372596918,19.254842149,27.459884145,22.644768478,25.870556913,48.099592376,67.569058223,98.717948718,8.7099573104,0,0,0,0,47.313430103
9115,Perpignan,12.2,12,11.7,11.6,10.8,10.2,12.2,12.5,12.9,14.3,15.1,245.86774426,0,68.04396808,64.020594778,37.513792963,6.8985246639,20.370836253,11.835483171,22.088312839,24.366798991,22.66206426,29.193031243,51.461809701,86.183192564,102.32869742,10.108858224,0,0,0,0,48.621687475
9116,Prades,8.5,8.8,8.8,8.5,8.4,8.1,10.1,10.5,10.6,11.7,12.4,23.097222373,0,71.458244331,69.63592182,46.873819418,3.9478655081,18.41615624,8.9319473446,18.203975815,26.428202519,21.284209005,27.305191869,44.685007325,74.148719911,92.071384783,11.547612957,0,0,0,0,48.499781673
9301,Digne-les-Bains,7.5,7.7,8,8.3,8.4,8.2,9.1,9.1,9.6,10.5,11.2,18.421891222,1,72.222419753,69.100591981,47.608907817,9.2227841363,20.266255507,10.533120698,19.503140947,28.405512868,20.44190813,27.949926091,35.72748017,81.099989377,95.766773163,6.9320316183,0,0,0,0,49.887997064
9302,Manosque,9.9,9.9,10.1,9.9,9.2,8.8,10.5,10.7,10.8,11.8,12.3,45.837350423,1,72.492732561,68.525478396,32.974316487,13.104927141,21.25516197,13.00597039,20.006389583,27.05696527,21.011188098,30.487725636,41.351584187,72.425205083,109.18261148,8.4505119257,0,0,0,0,45.204036565
9303,Briançon,7.2,7.5,7.7,7.9,7.4,6.5,7.4,7.5,7.5,8.2,9,15.58120141,1,77.010602149,74.833225858,31.402224412,3.7167394059,18.944471532,8.8830326696,19.760928552,26.021996509,17.935171948,32.816292963,38.96499239,86.23543741,102.42272833,5.9515763043,0,0,0,0,43.533104823
9304,Gap,7,7.2,7.4,7.2,6.9,6.4,7.3,7.5,7.9,8.6,9.1,24.58998534,1,74.635218046,71.772708854,41.290069896,5.0102434322,18.716606098,10.046364633,20.429999511,26.84885812,18.516889048,30.225764429,35.439488785,85.833315377,102.03296442,5.5304246055,0,0,0,0,48.980732831
9305,Cannes - Antibes,9.5,9.5,9.3,9,8.1,7.1,8.9,9.3,9.3,10,10.5,404.12527212,1,75.308297935,71.313441549,26.741107793,9.7827857725,16.48710156,18.278083795,20.364416924,25.331097379,22.212782001,34.700421251,52.593000735,81.181400053,104.67741369,13.597621594,0,0,0,0,50.544208814
9306,Menton - Vallée de la Roya,6.8,6.8,6.7,6.9,5.9,5.3,6.9,7.2,7.6,8.6,9.2,114.20738206,1,75.27649207,71.452802216,38.623135077,4.495885462,19.647145632,11.713754981,19.722419247,25.972258643,26.973631993,26.851667188,42.632529481,45.335831701,101.88056417,21.260179022,0,0,0,0,51.620201134
9307,Nice,8.1,8.1,8.1,8,7.2,6.6,8.2,8.3,8.5,9.3,10.1,181.18998548,1,73.148189679,69.047168533,36.462505035,7.1971257796,16.414372773,17.064829384,21.290493124,26.105579015,21.241355923,36.435508837,50.991774929,79.037891385,99.374848241,14.951927331,0,0,0,0,53.801329385
9308,Aix-en-Provence,9.3,9.1,9,8.8,8.1,7.2,8.5,8.7,8.7,9.1,9.4,152.09114575,1,71.081327595,67.135043707,28.620428888,10.254955977,14.471410772,22.977983001,22.140908531,25.510124397,16.404267768,44.157272835,50.663329161,67.729733598,108.01064144,7.7787768807,0,0,0,0,59.419171763
9309,Arles,11.2,11.2,11.3,11.9,11.1,10.3,12.4,12.9,13.4,14.3,14.9,52.088513345,1,69.899239525,64.425843893,36.019317623,8.1518579797,22.431379944,12.484680189,19.766000246,28.031757215,23.249803228,30.009669316,43.645083933,69.030057675,99.355200449,9.66381193,0,0,0,0,51.602438743
9310,Marseille - Aubagne,11.6,11.5,11.6,11.8,11.2,10.1,11.5,12,12.1,12.5,12.7,844.4250362,1,69.228571938,65.340832648,35.657713019,9.641247444,16.619140183,18.414053428,22.406653372,24.309623586,22.404434123,36.510570597,50.984447715,83.763083723,101.27223431,11.765259655,0,0,0,0,55.43808884
9311,Istres - Martigues,10.4,10.3,10.1,10.1,9.3,8.7,10.8,11.1,10.8,11,11.5,352.9167312,1,70.589730161,65.093119778,31.427479944,25.510420646,23.877787345,10.894419771,23.514145831,23.396505431,21.980465159,27.739771659,51.593487913,71.88645202,100.7384975,7.6551292725,0,0,0,0,46.269574475
9312,Salon-de-Provence,10.6,10.4,10.1,10.1,9.7,9,10.9,11.2,11.3,11.7,12.1,268.16213912,1,72.986580643,68.640550059,34.761050744,7.483208496,21.153835884,15.066823523,23.189866433,22.608129713,20.371533428,32.405634828,49.365729899,53.080892724,99.994350921,7.9235202611,0,0,0,0,45.231933275
9313,Draguignan,11.4,11.2,11,10.7,10.2,9.6,11.2,11.3,11.4,12,12.6,75.058797178,1,70.208806564,65.442185433,40.126064972,5.4062478354,20.768360085,10.795866561,22.470162091,25.192706221,23.268081109,26.279082403,49.169992019,72.423946845,107.26079594,7.8838226366,0,0,0,0,43.275539976
9314,Fréjus - Saint-Raphaël,10.2,11.1,10.9,10.5,9.8,8.9,10.7,11,11.2,11.8,12.3,193.92747484,1,72.603116875,67.023944273,25.331154146,8.16435128,18.948943965,11.319313453,21.09743787,26.447638668,24.86935229,25.235047169,51.82152231,82.667603332,103.25204497,11.156483678,0,0,0,0,43.506736678
9315,Toulon,10.5,10.5,10.3,9.9,9.1,8.4,9.7,9.7,9.9,10.4,10.7,335.54689881,1,70.448799487,66.693358612,40.083376331,7.003729068,16.933901189,13.507059592,22.4392162,25.203812753,21.019095981,30.603220823,50.918461949,84.674320851,103.77221791,6.6287112608,0,0,0,0,49.69589039
9316,Cavaillon - Apt,9.1,9.1,9.6,9.7,9.1,8.4,10.5,10.8,11.3,12.1,12.7,63.929830982,1,72.329819071,67.8175996,27.656381053,11.049309142,23.468232425,11.110072392,20.90683938,26.679490408,26.517718221,26.298701823,44.700239808,70.498977857,95.794989356,12.448612629,0,0,0,0,43.694078424
9317,Orange,9.4,9.5,10.2,10.6,10.2,9.3,11.2,11.4,11.6,12.4,12.7,163.35098599,1,71.399756499,65.376331005,28.683661361,18.339539261,25.760967038,9.703737199,23.118401109,24.175003797,24.683979306,25.059276769,44.261620732,60.081113917,99.450786794,11.744909672,0,0,0,0,46.243605367
